Block Column	Block Row	Column	Row	Reporter Name	Reporter Database Entry[sgd]	Reporter Database Entry[image]	Reporter Database Entry[locus]	Reporter Database Entry[embl]	Control Type	Composite Element Name	Composite Element Database Entry[sgd]	Composite Element Database Entry[embl]	Composite Element Database Entry[locus]	Composite Element Database Entry[unigene:184:184]	Composite Element Database Entry[unigene:186:186]	Composite Element Comment
3	10	10	26	2804/MAGE.Reporter	YOR056C					gene:NOB1/MAGE.CompositeSequence	S000005582					
1	2	15	26	2889/MAGE.Reporter	YOR130C					gene:ORT1/MAGE.CompositeSequence	S000005656					
4	12	15	26	1682/MAGE.Reporter	YML074C					gene:FPR3/MAGE.CompositeSequence	S000004539					
2	5	11	26	1309/MAGE.Reporter	YLR106C					gene:MDN1/MAGE.CompositeSequence	S000004096					
2	6	13	26	1702/MAGE.Reporter	YML057W					gene:CMP2/MAGE.CompositeSequence	S000004521					
1	6	32	2	114247/MAGE.Reporter		358609	4731	W96224		UniGeneID:Hs\.473937/MAGE.CompositeSequence		NDUFV3	4731	Hs.473937		
4	9	24	9	116342/MAGE.Reporter		742596	94122	AA400080		UniGeneID:Hs\.97774/MAGE.CompositeSequence		SYTL5	94122	Hs.97774		
1	4	28	7	108498/MAGE.Reporter		795790	23608	AA460329		UniGeneID:Hs\.490347/MAGE.CompositeSequence		MKRN1	23608	Hs.490347		
4	8	26	7	99838/MAGE.Reporter		884272	3020	AA668811		UniGeneID:Hs\.546259/MAGE.CompositeSequence		H3F3A	3020	Hs.546259		
1	7	27	9	116078/MAGE.Reporter		489098		AA056534		UniGeneID:Hs\.110294/MAGE.CompositeSequence				Hs.110294		
4	10	32	2	116071/MAGE.Reporter		248256	80727	N58487		UniGeneID:Hs\.440899/MAGE.CompositeSequence		TTYH3	80727	Hs.440899		
2	8	32	1	113591/MAGE.Reporter		687820	538	AA236141		UniGeneID:Hs\.496414/MAGE.CompositeSequence		ATP7A	538	Hs.496414		
4	6	13	8	113147/MAGE.Reporter		329018	51228	W40550		UniGeneID:Hs\.381256/MAGE.CompositeSequence		GLTP	51228	Hs.381256		
4	11	28	9	117200/MAGE.Reporter		359901	350982	AA035770		UniGeneID:Hs\.103426/MAGE.CompositeSequence				Hs.103426		
3	3	18	10	105006/MAGE.Reporter		743405	51008	AA609338		UniGeneID:Hs\.500007/MAGE.CompositeSequence		ASCC1	51008	Hs.500007		
3	4	10	3	110160/MAGE.Reporter		126450	79169	R06699		UniGeneID:Hs\.445952/MAGE.CompositeSequence		C1orf35	79169	Hs.445952		
2	6	13	7	101091/MAGE.Reporter		46448	133308	H10672		UniGeneID:Hs\.546482/MAGE.CompositeSequence		LOC133308	133308	Hs.546482		
2	5	22	27	111013/MAGE.Reporter		1559827	123264	AA927993		UniGeneID:Hs\.534533/MAGE.CompositeSequence		OSTbeta	123264	Hs.534533		
1	5	15	28	104920/MAGE.Reporter		1158039	10294	AA642650		UniGeneID:Hs\.368078/MAGE.CompositeSequence		DNAJA2	10294	Hs.368078		
2	4	13	3	108385/MAGE.Reporter		124128		R01234		UniGeneID:Hs\.484967/MAGE.CompositeSequence				Hs.484967		
4	5	5	29	105660/MAGE.Reporter		588681	8665	AA156135		UniGeneID:Hs\.516023/MAGE.CompositeSequence		EIF3S5	8665	Hs.516023		
1	2	26	9	102972/MAGE.Reporter		273636	196527	N36984		UniGeneID:Hs\.505339/MAGE.CompositeSequence		TMEM16F	196527	Hs.505339		
4	3	18	28	114163/MAGE.Reporter		916305	11163	AA573540		UniGeneID:Hs\.506325/MAGE.CompositeSequence		NUDT4	11163	Hs.506325		
3	3	12	27	117128/MAGE.Reporter		1742044	7693	AI185056		UniGeneID:Hs\.469694/MAGE.CompositeSequence		ZNF134	7693	Hs.469694		
2	12	12	20	117128/MAGE.Reporter		1742044	7693	AI185056		UniGeneID:Hs\.469694/MAGE.CompositeSequence		ZNF134	7693	Hs.469694		
3	8	13	10	114391/MAGE.Reporter		276413	114792	N40195		UniGeneID:Hs\.45056/MAGE.CompositeSequence		KIAA1900	114792	Hs.45056		
3	3	4	29	114513/MAGE.Reporter		770334		AA433993		UniGeneID:Hs\.540231/MAGE.CompositeSequence				Hs.540231		
2	1	24	1	101821/MAGE.Reporter		293104	5264	N63845		UniGeneID:Hs\.498732/MAGE.CompositeSequence		PHYH	5264	Hs.498732		
3	7	24	6	117480/MAGE.Reporter		124575	7752	R01941		UniGeneID:Hs\.513288/MAGE.CompositeSequence		ZNF200	7752	Hs.513288		
4	10	29	3	107964/MAGE.Reporter		203805	79915	H56423		UniGeneID:Hs\.528902/MAGE.CompositeSequence		FLJ12735	79915	Hs.528902		
1	8	23	4	99234/MAGE.Reporter		44310	84205	H06296		UniGeneID:Hs\.515260/MAGE.CompositeSequence		ELL	8178	Hs.515260		
3	12	16	1	109969/MAGE.Reporter		130156	11216	R21506		UniGeneID:Hs\.462457/MAGE.CompositeSequence		AKAP10	11216	Hs.462457		
4	8	2	12	113624/MAGE.Reporter		247331	25807	N57993		UniGeneID:Hs\.106730/MAGE.CompositeSequence		C22orf3	25807	Hs.106730		
1	10	26	9	115380/MAGE.Reporter		376697	285704	AA046618		UniGeneID:Hs\.526902/MAGE.CompositeSequence		RGMB	285704	Hs.526902		
3	4	32	8	112164/MAGE.Reporter		284584		N59450		UniGeneID:Hs\.48388/MAGE.CompositeSequence				Hs.48388		
4	12	4	3	108955/MAGE.Reporter		196650	126006	R93237		UniGeneID:Hs\.515104/MAGE.CompositeSequence		PCP2	126006	Hs.515104		
2	5	10	7	119443/MAGE.Reporter		77193	9935	T50121		UniGeneID:Hs\.169487/MAGE.CompositeSequence		MAFB	9935	Hs.169487		
4	12	32	8	109658/MAGE.Reporter		280324		N47083		UniGeneID:Hs\.127486/MAGE.CompositeSequence				Hs.127486		
1	11	27	4	112929/MAGE.Reporter		795817	7019	AA460575		UniGeneID:Hs\.530628/MAGE.CompositeSequence				Hs.530628		
2	3	18	1	110334/MAGE.Reporter		293820	7109	N65981		UniGeneID:Hs\.126221/MAGE.CompositeSequence		TMEM1	7109	Hs.126221		
3	1	12	6	101885/MAGE.Reporter		855521	3875	AA664179		UniGeneID:Hs\.406013/MAGE.CompositeSequence		KRT18	3875	Hs.406013		
1	10	24	7	120981/MAGE.Reporter		841295	55683	AA486848		UniGeneID:Hs\.516341/MAGE.CompositeSequence		FLJ10081	55683	Hs.516341		
1	7	8	1	114130/MAGE.Reporter		197176	2665	R92806		UniGeneID:Hs\.299055/MAGE.CompositeSequence		GDI2	2665	Hs.299055		
3	9	19	28	106797/MAGE.Reporter		996264		AA532488		UniGeneID:Hs\.104825/MAGE.CompositeSequence			143244	Hs.104825		
2	12	2	11	119284/MAGE.Reporter		42271	10458	R60328		UniGeneID:Hs\.128316/MAGE.CompositeSequence		BAIAP2	10458	Hs.128316		
2	1	17	4	101902/MAGE.Reporter		251351	1911	H96213		UniGeneID:Hs\.305985/MAGE.CompositeSequence		PHC1	1911	Hs.305985		
3	9	15	7	115356/MAGE.Reporter		33329		R19334		UniGeneID:Hs\.436567/MAGE.CompositeSequence				Hs.436567		
1	9	2	2	118866/MAGE.Reporter		841501	9789	AA487265		UniGeneID:Hs\.512341/MAGE.CompositeSequence		SPCS2	9789	Hs.512341		
3	2	30	4	106929/MAGE.Reporter		811565	80790	AA454600		UniGeneID:Hs\.461510/MAGE.CompositeSequence		CMIP	80790	Hs.461510		
3	12	13	9	113058/MAGE.Reporter		611964	5989	AA180053		UniGeneID:Hs\.73677/MAGE.CompositeSequence		RFX1	5989	Hs.73677		
3	8	1	28	106639/MAGE.Reporter		1322614	127943	AA746047		UniGeneID:Hs\.517422/MAGE.CompositeSequence		FLJ31052	127943	Hs.517422		
4	10	13	11	101217/MAGE.Reporter		768466	50484	AA425014		UniGeneID:Hs\.512592/MAGE.CompositeSequence		RRM2B	50484	Hs.512592		
4	1	10	11	105672/MAGE.Reporter		754420	350458	AA410175		UniGeneID:Hs\.246593/MAGE.CompositeSequence				Hs.246593		
4	12	22	11	105851/MAGE.Reporter		786525	114804	AA452113		UniGeneID:Hs\.500643/MAGE.CompositeSequence				Hs.500643		
3	9	32	3	117868/MAGE.Reporter		243659		N49902		UniGeneID:Hs\.397529/MAGE.CompositeSequence				Hs.397529		
4	2	23	8	120474/MAGE.Reporter		897415	80143	AA489467		UniGeneID:Hs\.24808/MAGE.CompositeSequence		FLJ21168	80143	Hs.24808		
3	8	14	11	107926/MAGE.Reporter		812261		AA455071		UniGeneID:Hs\.99391/MAGE.CompositeSequence			389100	Hs.99391		
1	5	26	7	118150/MAGE.Reporter		783959	143689	AA443418		UniGeneID:Hs\.58248/MAGE.CompositeSequence		PIWIL4	143689	Hs.58248		
1	5	4	7	100485/MAGE.Reporter		40069		R53568		UniGeneID:Hs\.6918/MAGE.CompositeSequence				Hs.6918		
4	10	23	6	120002/MAGE.Reporter		33096	2897	R19110		UniGeneID:Hs\.473554/MAGE.CompositeSequence		GRIK1	2897	Hs.473554		
3	5	30	3	114887/MAGE.Reporter		308231	4430	N95358		UniGeneID:Hs\.439620/MAGE.CompositeSequence		MYO1B	4430	Hs.439620		
4	2	18	11	114906/MAGE.Reporter		785542	9369	AA450335		UniGeneID:Hs\.368307/MAGE.CompositeSequence		NRXN3	9369	Hs.368307		
4	9	25	3	99620/MAGE.Reporter		196837		R92865		UniGeneID:Hs\.517517/MAGE.CompositeSequence		EP300	2033	Hs.517517		
1	2	24	9	120140/MAGE.Reporter		796359	116337	AA456140		UniGeneID:Hs\.99235/MAGE.CompositeSequence		PANX3	116337	Hs.99235		
2	4	22	4	105721/MAGE.Reporter		1048810	25874	AA621342		UniGeneID:Hs\.517768/MAGE.CompositeSequence		DKFZP564B167	25874	Hs.517768		
4	8	1	12	108974/MAGE.Reporter		246704	10848	N57743		UniGeneID:Hs\.466937/MAGE.CompositeSequence		PPP1R13L	10848	Hs.466937		
4	3	21	10	104341/MAGE.Reporter		415413	58515	W78765		UniGeneID:Hs\.58471/MAGE.CompositeSequence		SELK	58515	Hs.58471		
4	4	14	8	110541/MAGE.Reporter		731292		AA416628		UniGeneID:Hs\.4055/MAGE.CompositeSequence				Hs.4055		
2	10	19	27	102666/MAGE.Reporter		1569833		AA961208		UniGeneID:Hs\.144030/MAGE.CompositeSequence				Hs.144030		
4	12	8	6	110449/MAGE.Reporter		810950	118426	AA459384		UniGeneID:Hs\.504805/MAGE.CompositeSequence		LOH12CR1	118426	Hs.504805		
1	5	25	7	107897/MAGE.Reporter		743353	56655	AA400317		UniGeneID:Hs\.469060/MAGE.CompositeSequence		POLE4	56655	Hs.469060		
4	12	28	10	113048/MAGE.Reporter		785707	9055	AA449336		UniGeneID:Hs\.459362/MAGE.CompositeSequence		PRC1	9055	Hs.459362		
2	2	24	11	115558/MAGE.Reporter		788201	55284	AA453418		UniGeneID:Hs\.492031/MAGE.CompositeSequence		FLJ11011	55284	Hs.492031		
4	7	20	8	114590/MAGE.Reporter		796170	152972	AA461086		UniGeneID:Hs\.535008/MAGE.CompositeSequence				Hs.535008		
2	10	7	5	110512/MAGE.Reporter		282031	80323	N51464		UniGeneID:Hs\.120790/MAGE.CompositeSequence		SE57-1	80323	Hs.120790		
2	4	23	6	106966/MAGE.Reporter		415870	2077	W86215		UniGeneID:Hs\.440332/MAGE.CompositeSequence		ERF	2077	Hs.440332		
2	10	20	5	100455/MAGE.Reporter		347725	92346	W81520		UniGeneID:Hs\.517991/MAGE.CompositeSequence		LOC92346	92346	Hs.517991		
2	2	10	6	118477/MAGE.Reporter		769600	10309	AA425900		UniGeneID:Hs\.3041/MAGE.CompositeSequence		UNG2	10309	Hs.3041		
3	6	20	4	101104/MAGE.Reporter		144801	801	R76277		UniGeneID:Hs\.282410/MAGE.CompositeSequence		CALM1	801	Hs.282410		
2	4	1	4	98338/MAGE.Reporter		296330		N74456		UniGeneID:Hs\.50499/MAGE.CompositeSequence		SPATA9	83890	Hs.50499		
4	5	23	16	119829/MAGE.Reporter		1455342		AA865302		UniGeneID:Hs\.304298/MAGE.CompositeSequence				Hs.304298		
2	7	25	27	119829/MAGE.Reporter		1455342		AA865302		UniGeneID:Hs\.304298/MAGE.CompositeSequence				Hs.304298		
2	3	7	5	103490/MAGE.Reporter		288894	23007	N62619		UniGeneID:Hs\.302047/MAGE.CompositeSequence		PLCL3	23007	Hs.302047		
2	10	27	9	106521/MAGE.Reporter		840514		AA485969		UniGeneID:Hs\.1041/MAGE.CompositeSequence		ROS1	6098	Hs.1041		
1	1	11	27	101548/MAGE.Reporter		1744502	7481	AI193684		UniGeneID:Hs\.108219/MAGE.CompositeSequence		WNT11	7481	Hs.108219		
4	10	8	11	103689/MAGE.Reporter		38618		R50759		UniGeneID:Hs\.530150/MAGE.CompositeSequence				Hs.530150		
4	9	2	3	111324/MAGE.Reporter		66533		T67026		UniGeneID:Hs\.367639/MAGE.CompositeSequence		FLJ20032	54790	Hs.367639		
3	9	10	29	110077/MAGE.Reporter		510242		AA053078		UniGeneID:Hs\.63027/MAGE.CompositeSequence				Hs.63027		
2	11	20	28	118859/MAGE.Reporter		925943	147080	AA534579		UniGeneID:Hs\.147362/MAGE.CompositeSequence			401884	Hs.147362		
4	10	19	8	109706/MAGE.Reporter		773083	51122	AA425307		UniGeneID:Hs\.432729/MAGE.CompositeSequence		COMMD2	51122	Hs.432729		
3	11	6	11	107179/MAGE.Reporter		754033	54585	AA479063		UniGeneID:Hs\.30824/MAGE.CompositeSequence		LZTFL1	54585	Hs.30824		
2	7	23	1	118967/MAGE.Reporter		48182		H12279		UniGeneID:Hs\.178400/MAGE.CompositeSequence			389753	Hs.178400		
4	1	21	10	113745/MAGE.Reporter		346055	284831	W72098		UniGeneID:Hs\.90221/MAGE.CompositeSequence				Hs.90221		
2	8	6	8	109715/MAGE.Reporter		781461		AA429573		UniGeneID:Hs\.97553/MAGE.CompositeSequence				Hs.97553		
3	2	19	27	103220/MAGE.Reporter		1575509		AA961131		UniGeneID:Hs\.413205/MAGE.CompositeSequence				Hs.413205		
2	11	15	17	103220/MAGE.Reporter		1575509		AA961131		UniGeneID:Hs\.413205/MAGE.CompositeSequence				Hs.413205		
1	4	3	3	103172/MAGE.Reporter		108783		T77705		UniGeneID:Hs\.323889/MAGE.CompositeSequence				Hs.323889		
4	7	26	7	107332/MAGE.Reporter		840753	6352	AA486072		UniGeneID:Hs\.514821/MAGE.CompositeSequence		CCL5	6352	Hs.514821		
3	10	9	2	102693/MAGE.Reporter		711768	2582	AA280832		UniGeneID:Hs\.76057/MAGE.CompositeSequence		GALE	2582	Hs.76057		
1	11	17	27	99367/MAGE.Reporter		1590895		AA977896		UniGeneID:Hs\.147457/MAGE.CompositeSequence				Hs.147457		
3	8	30	9	115181/MAGE.Reporter		416113		W85900		UniGeneID:Hs\.521533/MAGE.CompositeSequence				Hs.521533		
2	4	15	4	119365/MAGE.Reporter		138533		R63219		UniGeneID:Hs\.544038/MAGE.CompositeSequence				Hs.544038		
1	12	15	10	103874/MAGE.Reporter		282831		N50138		UniGeneID:Hs\.322875/MAGE.CompositeSequence				Hs.322875		
2	9	31	28	120559/MAGE.Reporter		841462		AA487180		UniGeneID:Hs\.535326/MAGE.CompositeSequence		ASRGL1	80150	Hs.535326		
4	12	28	4	115553/MAGE.Reporter		427893		AA001359		UniGeneID:Hs\.371588/MAGE.CompositeSequence				Hs.371588		
1	10	4	11	105911/MAGE.Reporter		665973	54931	AA193486		UniGeneID:Hs\.57898/MAGE.CompositeSequence		RG9MTD1	54931	Hs.57898		
3	4	11	2	102751/MAGE.Reporter		511586	3178	AA126911		UniGeneID:Hs\.546261/MAGE.CompositeSequence		HNRPA1	3178	Hs.546261		
1	1	14	17	110226/MAGE.Reporter		1605069		AA987536		UniGeneID:Hs\.137731/MAGE.CompositeSequence				Hs.137731		
2	3	13	27	110226/MAGE.Reporter		1605069		AA987536		UniGeneID:Hs\.137731/MAGE.CompositeSequence				Hs.137731		
3	11	22	7	120804/MAGE.Reporter		50879	9755	H18424		UniGeneID:Hs\.94790/MAGE.CompositeSequence		ProSAPiP2	9755	Hs.94790		
4	8	17	7	120945/MAGE.Reporter		51216	344338	H18471		UniGeneID:Hs\.452443/MAGE.CompositeSequence		FLJ30594	150622	Hs.452443		
3	3	32	27	106826/MAGE.Reporter		1556794		AA936470		UniGeneID:Hs\.189681/MAGE.CompositeSequence				Hs.189681		
4	8	18	9	119565/MAGE.Reporter		730366	55821	AA421584		UniGeneID:Hs\.97899/MAGE.CompositeSequence		ALLC	55821	Hs.97899		
3	10	1	9	117749/MAGE.Reporter		343385		W67289		UniGeneID:Hs\.57870/MAGE.CompositeSequence				Hs.57870		
1	4	2	8	101680/MAGE.Reporter		505579	54890	AA147055		UniGeneID:Hs\.462392/MAGE.CompositeSequence		FLJ20308	54890	Hs.462392		
2	3	22	6	115684/MAGE.Reporter		884673	283820	AA629923		UniGeneID:Hs\.460141/MAGE.CompositeSequence		NOMO3	408050	Hs.460141		
2	4	18	16	120200/MAGE.Reporter		1456938	353219	AA863443		UniGeneID:Hs\.61345/MAGE.CompositeSequence		KAAG1	353219	Hs.61345		
2	9	28	27	120200/MAGE.Reporter		1456938	353219	AA863443		UniGeneID:Hs\.61345/MAGE.CompositeSequence		KAAG1	353219	Hs.61345		
3	2	29	3	110471/MAGE.Reporter		234419	54103	H95342		UniGeneID:Hs\.549342/MAGE.CompositeSequence			392943	Hs.549342		
2	12	5	7	113239/MAGE.Reporter		742635		AA400262		UniGeneID:Hs\.96885/MAGE.CompositeSequence		FLJ12505	79805	Hs.96885		
4	5	32	4	102086/MAGE.Reporter		110440	22861	T84143		UniGeneID:Hs\.513902/MAGE.CompositeSequence		NALP1	22861	Hs.513902		
2	5	24	9	104982/MAGE.Reporter		742607	153274	AA400389		UniGeneID:Hs\.177983/MAGE.CompositeSequence		FLJ27505	389320	Hs.177983		
2	9	10	1	115237/MAGE.Reporter		809784	5653	AA454743		UniGeneID:Hs\.79361/MAGE.CompositeSequence		KLK6	5653	Hs.79361		
3	12	7	4	105712/MAGE.Reporter		130895	284018	R22334		UniGeneID:Hs\.90790/MAGE.CompositeSequence		LOC284018	284018	Hs.90790		
3	4	6	27	107457/MAGE.Reporter		1962510	23521	AI254200		UniGeneID:Hs\.546356/MAGE.CompositeSequence		RPL13A	23521	Hs.546356		
4	6	28	3	109634/MAGE.Reporter		202612		H53780		UniGeneID:Hs\.552917/MAGE.CompositeSequence				Hs.552917		
4	10	19	29	113763/MAGE.Reporter		68063	168374	AI821000		UniGeneID:Hs\.9521/MAGE.CompositeSequence		ZNF92	168374	Hs.9521		
3	7	7	5	116147/MAGE.Reporter		430169		AA010250		UniGeneID:Hs\.38218/MAGE.CompositeSequence				Hs.38218		
2	1	27	8	117892/MAGE.Reporter		253979		N22113		UniGeneID:Hs\.43086/MAGE.CompositeSequence		TRAF3IP1	26146	Hs.43086		
1	7	14	28	106112/MAGE.Reporter		1156184	84787	AA678952		UniGeneID:Hs\.391051/MAGE.CompositeSequence		SUV420H2	84787	Hs.391051		
4	5	17	27	110831/MAGE.Reporter		1557436		AA916511		UniGeneID:Hs\.553068/MAGE.CompositeSequence				Hs.553068		
2	9	15	21	110831/MAGE.Reporter		1557436		AA916511		UniGeneID:Hs\.553068/MAGE.CompositeSequence				Hs.553068		
1	11	21	27	98513/MAGE.Reporter		1601867	146774	AA989237		UniGeneID:Hs\.133982/MAGE.CompositeSequence		ERN1	2081	Hs.133982		
2	6	9	29	114969/MAGE.Reporter		187605		AI820815		UniGeneID:Hs\.477015/MAGE.CompositeSequence		ABI3BP	25890	Hs.477015		
3	11	32	6	109860/MAGE.Reporter		26295	1268	R13505		UniGeneID:Hs\.75110/MAGE.CompositeSequence		CNR1	1268	Hs.75110		
4	6	4	27	110169/MAGE.Reporter		1868401		AI261454		UniGeneID:Hs\.145524/MAGE.CompositeSequence				Hs.145524		
2	12	25	24	110169/MAGE.Reporter		1868401		AI261454		UniGeneID:Hs\.145524/MAGE.CompositeSequence				Hs.145524		
1	10	19	6	106201/MAGE.Reporter		435024	8563	AA700048		UniGeneID:Hs\.75361/MAGE.CompositeSequence		C22orf19	8563	Hs.75361		
1	1	30	5	107620/MAGE.Reporter		502413		AA134695		UniGeneID:Hs\.533644/MAGE.CompositeSequence		FLJ32949	283417	Hs.533644		
1	11	7	9	110905/MAGE.Reporter		743118	126668	AA401393		UniGeneID:Hs\.387671/MAGE.CompositeSequence		DKFZp434M202	126668	Hs.387671		
2	2	6	11	117216/MAGE.Reporter		29841		R15138		UniGeneID:Hs\.459842/MAGE.CompositeSequence				Hs.459842		
3	10	24	2	100181/MAGE.Reporter		137581	57153	R39578		UniGeneID:Hs\.515134/MAGE.CompositeSequence		CTL2	57153	Hs.515134		
3	4	5	8	104096/MAGE.Reporter		81484	125893	T63342		UniGeneID:Hs\.446907/MAGE.CompositeSequence		LOC125893	125893	Hs.446907		
4	4	6	11	115723/MAGE.Reporter		38510	134121	R50752		UniGeneID:Hs\.356226/MAGE.CompositeSequence		LOC134121	134121	Hs.356226		
1	6	19	11	102243/MAGE.Reporter		796508	23223	AA460229		UniGeneID:Hs\.434251/MAGE.CompositeSequence		KIAA0690	23223	Hs.434251		
4	12	20	7	120931/MAGE.Reporter		49291	23252	H15652		UniGeneID:Hs\.374987/MAGE.CompositeSequence		KIAA0459	23252	Hs.374987		
3	9	17	2	120450/MAGE.Reporter		144740	10809	R76229		UniGeneID:Hs\.188606/MAGE.CompositeSequence		STARD10	10809	Hs.188606		
1	9	32	28	118095/MAGE.Reporter		916038	284847	AA570186		UniGeneID:Hs\.534881/MAGE.CompositeSequence			440157	Hs.534881		
4	10	17	8	104577/MAGE.Reporter		842925	84305	AA486444		UniGeneID:Hs\.505687/MAGE.CompositeSequence		PYM	84305	Hs.505687		
4	1	19	11	116076/MAGE.Reporter		726596	84450	AA394299		UniGeneID:Hs\.529178/MAGE.CompositeSequence		ZNF512	84450	Hs.529178		
4	1	30	4	99103/MAGE.Reporter		428719	10626	AA004637		UniGeneID:Hs\.462303/MAGE.CompositeSequence		TRIM16	10626	Hs.462303		
2	6	6	8	102446/MAGE.Reporter		254390		N22360		UniGeneID:Hs\.43153/MAGE.CompositeSequence				Hs.43153		
3	8	20	5	100545/MAGE.Reporter		417761		W88725		UniGeneID:Hs\.59197/MAGE.CompositeSequence				Hs.59197		
3	11	13	6	105346/MAGE.Reporter		435953	3710	AA701976		UniGeneID:Hs\.65758/MAGE.CompositeSequence		ITPR3	3710	Hs.65758		
1	1	3	3	120083/MAGE.Reporter		240353	154062	H78002		UniGeneID:Hs\.310225/MAGE.CompositeSequence		C6orf71	389434	Hs.310225		
4	11	19	11	120267/MAGE.Reporter		726647	140612	AA398016		UniGeneID:Hs\.529150/MAGE.CompositeSequence				Hs.529150		
1	8	18	7	120699/MAGE.Reporter		26414		R13542		UniGeneID:Hs\.268726/MAGE.CompositeSequence		SHANK2	22941	Hs.268726		
2	5	2	3	115423/MAGE.Reporter		66910		T67448		UniGeneID:Hs\.112553/MAGE.CompositeSequence				Hs.112553		
1	11	17	11	98535/MAGE.Reporter		31972		R17817		UniGeneID:Hs\.534976/MAGE.CompositeSequence			440768	Hs.534976		
1	3	2	28	107413/MAGE.Reporter		1415661	222256	AA808732		UniGeneID:Hs\.202120/MAGE.CompositeSequence		FLJ23834	222256	Hs.202120		
1	6	18	4	104737/MAGE.Reporter		279399	253650	N45556		UniGeneID:Hs\.535962/MAGE.CompositeSequence		FLJ35740	253650	Hs.535962		
4	11	24	4	106972/MAGE.Reporter		360029		AA035704		UniGeneID:Hs\.416922/MAGE.CompositeSequence		NAALADL2	254827	Hs.416922		
2	5	23	7	120805/MAGE.Reporter		40908	11197	R55809		UniGeneID:Hs\.284122/MAGE.CompositeSequence		WIF1	11197	Hs.284122		
4	9	17	9	107401/MAGE.Reporter		305325	8649	N94746		UniGeneID:Hs\.433332/MAGE.CompositeSequence		MAP2K1IP1	8649	Hs.433332		
4	7	25	6	115954/MAGE.Reporter		249606	10244	H84815		UniGeneID:Hs\.19012/MAGE.CompositeSequence		RAB9P40	10244	Hs.19012		
2	1	10	11	107629/MAGE.Reporter		754525	153470	AA436232		UniGeneID:Hs\.173059/MAGE.CompositeSequence		MGC23985	389336	Hs.173059		
4	10	26	4	103158/MAGE.Reporter		359795	79625	AA010797		UniGeneID:Hs\.16026/MAGE.CompositeSequence		FLJ23191	79625	Hs.16026		
1	9	24	8	118565/MAGE.Reporter		256680	80321	H96392		UniGeneID:Hs\.531962/MAGE.CompositeSequence		Cep70	80321	Hs.531962		
4	7	19	11	115606/MAGE.Reporter		726621		AA398209		UniGeneID:Hs\.478414/MAGE.CompositeSequence				Hs.478414		
2	2	6	9	118506/MAGE.Reporter		325220		W48600		UniGeneID:Hs\.56027/MAGE.CompositeSequence				Hs.56027		
1	10	13	4	106042/MAGE.Reporter		112819	6553	T85984		UniGeneID:Hs\.439650/MAGE.CompositeSequence		SLC9A5	6553	Hs.439650		
4	3	30	10	118875/MAGE.Reporter		1049293		AA620760		UniGeneID:Hs\.112899/MAGE.CompositeSequence				Hs.112899		
3	8	14	19	112509/MAGE.Reporter		1502757		AA894672		UniGeneID:Hs\.374191/MAGE.CompositeSequence		LEPREL1	55214	Hs.374191		
4	12	31	27	112509/MAGE.Reporter		1502757		AA894672		UniGeneID:Hs\.374191/MAGE.CompositeSequence		LEPREL1	55214	Hs.374191		
4	9	30	27	106687/MAGE.Reporter		1459325		AA865542		UniGeneID:Hs\.127678/MAGE.CompositeSequence				Hs.127678		
1	6	16	17	99270/MAGE.Reporter		1593585		AI002484		UniGeneID:Hs\.130295/MAGE.CompositeSequence				Hs.130295		
1	11	20	27	99270/MAGE.Reporter		1593585		AI002484		UniGeneID:Hs\.130295/MAGE.CompositeSequence				Hs.130295		
3	10	11	10	110943/MAGE.Reporter		258675	147664	N32241		UniGeneID:Hs\.44329/MAGE.CompositeSequence		FLJ32214	147664	Hs.44329		
4	9	4	11	102155/MAGE.Reporter		813514	199746	AA455588		UniGeneID:Hs\.351558/MAGE.CompositeSequence		U2AF1L3	199746	Hs.351558		
2	12	32	11	103943/MAGE.Reporter		825648	90925	AA505044		UniGeneID:Hs\.81221/MAGE.CompositeSequence		LOC90925	90925	Hs.81221		
2	5	21	9	117479/MAGE.Reporter		743116	54457	AA401392		UniGeneID:Hs\.223806/MAGE.CompositeSequence		TAF7L	54457	Hs.223806		
2	6	25	1	109799/MAGE.Reporter		148021	953	H13211		UniGeneID:Hs\.550467/MAGE.CompositeSequence		ENTPD1	953	Hs.550467		
4	1	21	4	114579/MAGE.Reporter		488435	4026	AA047443		UniGeneID:Hs\.444362/MAGE.CompositeSequence		LPP	4026	Hs.444362		
1	10	13	8	106829/MAGE.Reporter		46629		H10059		UniGeneID:Hs\.520259/MAGE.CompositeSequence		OSBPL3	26031	Hs.520259		
1	2	6	11	104248/MAGE.Reporter		687579	57556	AA234621		UniGeneID:Hs\.156967/MAGE.CompositeSequence		SEMA6A	57556	Hs.156967		
