Accession	Title	Type	Organism	Assays	Release Date	Processed Data	Raw Data	Present in Atlas	ArrayExpress URL
E-MTAB-122	Transcription profiling of human HEK 293 cells with or without overexpression of the repressor ICER treated by forskolin at 0,1,2,4 and 8 hours	transcription profiling by array	Homo sapiens	30	2010-01-01	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-122/E-MTAB-122.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-122/E-MTAB-122.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-122/
E-MTAB-280	mRNA profile of 5-aza-CR and 5-aza-CdR treated celllines	transcription profiling by array	Homo sapiens	66	2014-06-13	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-280/E-MTAB-280.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-280/E-MTAB-280.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-280/
E-MTAB-388	Gene expression profiling of neuroendocrine primary tumors: effect of Octreotide treatment	transcription profiling by array	Homo sapiens	8	2013-01-08	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-388/E-MTAB-388.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-388/E-MTAB-388.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-388/
E-MTAB-454	Transcription profiling by array of HaCaT keratinocytes synchronised during the cell cycle and sampled at 3 hour intervals	transcription profiling by array	Homo sapiens	72	2011-12-31	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-454/E-MTAB-454.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-454/raw/	Yes	http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-454/
E-MTAB-619	Full genome time series analysis of the mulitple myeloma cell line IH-1 stimulated with BMP-4/IL6 or BMP-4/IL15	transcription profiling by array	Homo sapiens	24	2011-12-01	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-619/E-MTAB-619.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-619/
E-MTAB-762	Human breast cancer cell line temporal response to Hepatocyte growth factor / scatter factor (HGF/SF)	transcription profiling by array	Homo sapiens	61	2012-07-01	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-762/E-MTAB-762.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-762/
E-MTAB-773	Transcriptional profiling of PC-3 human prostate cancer cells in response to caffeic acid phenethyl ester treatment	transcription profiling by array	Homo sapiens	12	2012-08-22	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-773/E-MTAB-773.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-773/E-MTAB-773.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-773/
E-MTAB-778	Transcription profiling by array of human renal fibroblast cell line (TK-173) and a human renal proximal tubule epithelial cell line (RPTEC/TERT1) treated with tacrolimus for one and three days	transcription profiling by array	Homo sapiens	16	2012-01-01	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-778/E-MTAB-778.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-778/E-MTAB-778.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-778/
E-MTAB-817	Transcription profiling by array of a directed differentiation time course converting human embryonic stem cells (hES) into immature pancreatic beta cell precursors	transcription profiling by array	Homo sapiens	36	2012-10-11	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-817/E-MTAB-817.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-817/E-MTAB-817.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-817/
E-MTAB-846	Transcription profiling by array of human gastric epithelial cells exposed to OMPLA+ and OMPLA- Helicobacter pylori variants	transcription profiling by array	Homo sapiens	26	2012-01-01	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-846/E-MTAB-846.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-846/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-846/
E-MTAB-854	Characterization of hES derived Retinal Pigment Epithelial (RPE). RPE proliferation involves a non-classical Epithelial-Mesenchymal Transition (EMT)	transcription profiling by array	Homo sapiens	50	2012-10-24	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-854/E-MTAB-854.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-854/E-MTAB-854.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-854/
E-MTAB-872	Transcription profiling by array of human cells of neuroectodermal fate induced from embryonic stem cells by small molecules	transcription profiling by array	Homo sapiens	53	2012-09-01	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-872/E-MTAB-872.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-872/E-MTAB-872.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-872/
E-MTAB-874	Transcription profiling by array of human organotypical epithelial cell line AIR-100 to investigate the impact of smoke exposure on organotypical epithelial airway tissues (Affymetrix platform)	transcription profiling by array	Homo sapiens	118	2012-04-01	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-874/E-MTAB-874.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-874/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-874/
E-MTAB-877	Transcription profiling by array of human organotypical epithelial cell line AIR-100 to investigate the impact of smoke exposure on organotypical epithelial airway tissues (Exiqon platform)	transcription profiling by array	Homo sapiens	119	2012-04-01	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-877/E-MTAB-877.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-877/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-877/
E-MTAB-900	Transcription profiling by array of siRNA transfected HEK293T cells untreated or treated with TNF-alpha to study the effect of siRNA-mediated knockdown of different genes	transcription profiling by array	Homo sapiens	24	2012-07-06	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-900/E-MTAB-900.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-900/E-MTAB-900.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-900/
E-MTAB-1012	Transcription profiling by array of  two different gastric cancer cell lines, SNU 601 and SNU 668 with drug treatment	transcription profiling by array	Homo sapiens	6	2012-03-02	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-1012/E-MTAB-1012.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-1012/E-MTAB-1012.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-1012/
E-MTAB-1027	Transcription profiling by array of human normal bronchial epithelial cells to study the impact of TNFa on NFkB translocation and gene expression pattern	transcription profiling by array	Homo sapiens	60	2012-04-15	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-1027/E-MTAB-1027.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-1027/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-1027/
E-MTAB-1039	Transcription profiling by array of blood from healthy human subjects taken 0 to 125 minutes after the Trier social stress test	transcription profiling by array	Homo sapiens	277	2012-06-01	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-1039/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-1039/
E-MTAB-1099	Transcription profiling by array of Fanconi Anemia patient (FANCA) EBV cell line transduced with  control shRNA or a shRNA targeting p53 and treated with a Mitomycin C (MMC) pulse	transcription profiling by array	Homo sapiens	6	2012-10-23	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-1099/E-MTAB-1099.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-1099/
E-MTAB-1148	Transcription profiling by array of Huh7.5 cells infected with Hepatitis C Virus Jc1	transcription profiling by array	Homo sapiens	14	2012-06-30	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-1148/E-MTAB-1148.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-1148/E-MTAB-1148.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-1148/
E-MTAB-1152	Transcription profiling by array of human lung epithelial cells (CCL-185) infected with wild type or modified human metapneumovirus (HMPV) over a 6, 12, 24 and 36-hour time course	transcription profiling by array	Homo sapiens	24	2014-11-23	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-1152/E-MTAB-1152.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-1152/E-MTAB-1152.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-1152/
E-MTAB-1173	Transcription profiling by array of human HUVEC, HCAEC and MM6 cell lines for mechanistic investigation of the impact of cigarette smoke on adhesion between monocytes and endothelial cells in vitro	transcription profiling by array	Homo sapiens	39	2014-04-24	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-1173/E-MTAB-1173.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-1173/E-MTAB-1173.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-1173/
E-MTAB-1213	Transcription profiling by array of human monocyte derived dendritic cells exposed to curdlan	transcription profiling by array	Homo sapiens	18	2012-08-28	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-1213/E-MTAB-1213.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-1213/E-MTAB-1213.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-1213/
E-MTAB-1272	Exposure of NHBE cells to cell cycle inhibitor specific for CDK4 / CDK6 (PD-0332991)	transcription profiling by array	Homo sapiens	36	2013-04-01	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-1272/E-MTAB-1272.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-1272/E-MTAB-1272.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-1272/
E-MTAB-1312	Transcription profiling by array of human normal bronchial epithelia cells to study the impact of TNFa on NFkB translocation and gene expression pattern	transcription profiling by array	Homo sapiens	48	2013-02-15	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-1312/E-MTAB-1312.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-1312/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-1312/
E-MTAB-1323	Transcription profiling by array of human matched skin samples from healthy adults before and after aesthetic scarification which creates burn wounds and scars	transcription profiling by array	Homo sapiens	30	2014-01-22	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-1323/E-MTAB-1323.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-1323/
E-MTAB-1343	Transcription profiling by array of human embryonic stem cells differentiated to early Pax6 positive neural epithelial progenitor cells and differentiated further in neurospheres	transcription profiling by array	Homo sapiens	39	2013-11-08	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-1343/E-MTAB-1343.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-1343/
E-MTAB-1516	Transcription profiling by array of erum mRNA in patients with head and neck squamous cell carcinoma	transcription profiling by array	Homo sapiens	36	2014-02-20	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-1516/processed/	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-1516/E-MTAB-1516.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-1516/
E-MTAB-1721	Transcription profiling by array of two different types of human organotypical tissues (bronchial and nasal epithelia) to investigate the effect of repeated whole cigarette smoke (3R4F)	transcription profiling by array	Homo sapiens	72	2013-12-11	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-1721/E-MTAB-1721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-1721/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-1721/
E-MTAB-1724	Transcription profiling by array of human peripheral blood mononuclear cells (PMBCs) treated with beta-interferon over a 18-hour time-course, as well as PBMCs from patients with/without type-1 diabetes or systemic lupus erythematosus	transcription profiling by array	Homo sapiens	1024	2014-03-13	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-1724/E-MTAB-1724.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-1724/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-1724/
E-MTAB-1841	Transcription profiling of human neuroblastoma cell line SH-SY5Y after treatment with soluble amyloid peptides Abeta42_wt, Abeta42_G33A, Abeta40 and vehicle control for different timepoints	transcription profiling by array	Homo sapiens	80	2014-12-01	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-1841/E-MTAB-1841.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-1841/
E-MTAB-2080	A Systems Biology Approach For Evaluating The Biological Impact Of Environmental Toxicants In Vitro	transcription profiling by array	Homo sapiens	105	2014-05-09	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-2080/E-MTAB-2080.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-2080/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2080/
E-MTAB-2088	Transcription profiling by array of IMR-90 fibroblasts after ionizing radiation	transcription profiling by array	Homo sapiens	9	2014-06-17	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-2088/E-MTAB-2088.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2088/
E-MTAB-2188	Transcription profiling by array of in vitro cultures of normal human urothelial cells induced to differentiate using two previously published methods	transcription profiling by array	Homo sapiens	31	2014-02-01	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-2188/E-MTAB-2188.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2188/
E-MTAB-2250	The Response of Human Respiratory Organotypic Cultures to Repeated Cigarette Smoke Exposure	transcription profiling by array	Homo sapiens	48	2014-09-30	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-2250/E-MTAB-2250.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-2250/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2250/
E-MTAB-2251	This study aims to investigate the effect of repeated whole cigarette smoke (3R4F) exposure on  two different types of human organotypical tissues (buccal and gingival mucosa)	transcription profiling by array	Homo sapiens	70	2014-08-30	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-2251/E-MTAB-2251.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-2251/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2251/
E-MTAB-2476	Primary Human Hepatocytes with HCVcc infection timecourse	transcription profiling by array	Homo sapiens	12	2015-01-31	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-2476/E-MTAB-2476.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-2476/E-MTAB-2476.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2476/
E-MTAB-2477	Induced Hepatocyte-Like Cells with Interferon timecourse	transcription profiling by array	Homo sapiens	12	2015-01-31	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-2477/E-MTAB-2477.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-2477/E-MTAB-2477.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2477/
E-MTAB-2486	Analysis of CITED4 overexpression in the CRC cell line SW480	transcription profiling by array	Homo sapiens	6	2014-11-01	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-2486/E-MTAB-2486.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-2486/E-MTAB-2486.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2486/
E-MTAB-2487	Analysis of CITED4 shRNA mediated knockdown in the CRC cell line SW480	transcription profiling by array	Homo sapiens	9	2014-11-01	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-2487/E-MTAB-2487.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-2487/E-MTAB-2487.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2487/
E-MTAB-2723	Transcriptome-wide analysis of mRNA decay in normal and osteoarthritic human articular chondrocytes	transcription profiling by array	Homo sapiens	1	2014-12-03	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-2723/E-MTAB-2723.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-2723/E-MTAB-2723.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2723/
E-MTAB-2749	Activin regulates H3K4me3 in hPSC	transcription profiling by array	Homo sapiens	30	2015-01-01	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-2749/E-MTAB-2749.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-2749/E-MTAB-2749.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2749/
E-MTAB-2813	The fungal Quorum-Sensing-Molecule Farnesol activates Innate Immune Cells but suppresses Cellular Adaptive Immunity	transcription profiling by array	Homo sapiens	24	2015-02-20	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-2813/E-MTAB-2813.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-2813/E-MTAB-2813.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2813/
E-MTAB-2904	Collagen induces maturation of human monocyte-derived dendritic cells by signalling through Osteoclast Associated Receptor	transcription profiling by array	Homo sapiens	96	2014-10-31	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-2904/E-MTAB-2904.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2904/
E-MTAB-2968	Androgen stimulation time-course of TMPRSS2-ERG fusion positive VCaP cells	transcription profiling by array	Homo sapiens	72	2014-12-31	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-2968/E-MTAB-2968.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2968/
E-MTAB-3002	Antitumor lectin from Sclerotium rolfsii (SRL) induces apoptosis in human colon cancer HT29 cells by activation of multiple signaling pathways; A microarray analysis	transcription profiling by array	Homo sapiens	37	2014-10-14	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-3002/E-MTAB-3002.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-3002/
E-MTAB-3010	Identification of netwoks mirna-mrna interactions during osteoblast differentiation of human dental pulp stem cells	transcription profiling by array	Homo sapiens	18	2014-11-13	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-3010/E-MTAB-3010.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-3010/
E-MTAB-3031	Derivation of sensory neurons from iPSCs	transcription profiling by array	Homo sapiens	36	2014-10-22	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-3031/E-MTAB-3031.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-3031/
E-MTAB-3091	Identification of differentially expressed genes in human alveolar bone cells cultured on different titanium surfaces	transcription profiling by array	Homo sapiens	12	2014-11-14	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-3091/E-MTAB-3091.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-3091/
E-MTAB-3138	Human primary macrophages infected with dengue virus serotype 2, strain 16681, and antibody-dependent enhancement of infection	transcription profiling by array	Homo sapiens	35	2014-12-30	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-3138/E-MTAB-3138.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-3138/
E-MTAB-3162	Time since Onset of Disease and Individual Clinical Markers Associate with Transcriptional Changes in Uncomplicated Dengue	transcription profiling by array	Homo sapiens	76	2015-02-28	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-3162/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-3162/
E-NCMF-32	Transcription profiling of human cell cultures, MCF7 and SYS5Y, subjected to volatile anesthetic gasses	transcription profiling by array	Homo sapiens	72	2010-10-10	http://www.ebi.ac.uk/arrayexpress/files/E-NCMF-32/E-NCMF-32.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-NCMF-32/E-NCMF-32.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-NCMF-32/
E-SMDB-27	Transcription profiling of Time series of in vitro 2 IU/ml L-asparaginase exposure in human acute lymphoblastic leukemia cell lines	transcription profiling by array	Homo sapiens	55	2005-10-19	http://www.ebi.ac.uk/arrayexpress/files/E-SMDB-27/E-SMDB-27.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-SMDB-27/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-SMDB-27/
E-SMDB-748	Transcription profiling of human peripheral T cells responding to stimulation of antigen-specific T cell receptor and CD28	transcription profiling by array	Homo sapiens	68	2005-09-23	http://www.ebi.ac.uk/arrayexpress/files/E-SMDB-748/E-SMDB-748.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-SMDB-748/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-SMDB-748/
E-SMDB-901	Transcription profiling of cell cycle in HeLa S3 cells, double thymidine Block, experiment 1	transcription profiling by array	Homo sapiens	12	2005-09-22	http://www.ebi.ac.uk/arrayexpress/files/E-SMDB-901/E-SMDB-901.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-SMDB-901/E-SMDB-901.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-SMDB-901/
E-SMDB-902	Transcription profiling of cell cycle in HeLa S3 cells, double thymidine block, rxperiment 2	transcription profiling by array	Homo sapiens	26	2005-09-22	http://www.ebi.ac.uk/arrayexpress/files/E-SMDB-902/E-SMDB-902.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-SMDB-902/E-SMDB-902.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-SMDB-902/
E-SMDB-903	Transcription profiling of cell cycle in HeLa S3 cells, double thymidine block, experiment 3	transcription profiling by array	Homo sapiens	48	2005-09-22	http://www.ebi.ac.uk/arrayexpress/files/E-SMDB-903/E-SMDB-903.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-SMDB-903/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-SMDB-903/
E-SMDB-904	Transcription profiling of cell cycle in HeLa S3 cells, thymidine-nocodazole lock	transcription profiling by array	Homo sapiens	19	2005-09-22	http://www.ebi.ac.uk/arrayexpress/files/E-SMDB-904/E-SMDB-904.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-SMDB-904/E-SMDB-904.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-SMDB-904/
E-SMDB-905	Transcription profiling of cell cycle in HeLa S3, mitotic selection, experiment 1	transcription profiling by array	Homo sapiens	9	2005-09-22	http://www.ebi.ac.uk/arrayexpress/files/E-SMDB-905/E-SMDB-905.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-SMDB-905/E-SMDB-905.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-SMDB-905/
E-SMDB-1443	Transcription profiling of primary human breast tumors showing poor clinical prognosis	transcription profiling by array	Homo sapiens	5	2005-06-22	http://www.ebi.ac.uk/arrayexpress/files/E-SMDB-1443/E-SMDB-1443.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-SMDB-1443/E-SMDB-1443.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-SMDB-1443/
E-SMDB-1661	Transcription profiling of human gastric epithelial (AGS) cells infected with wild type H. pylori (G27) and isogenic mutants in cagA and vacA for 0, 0.5, 3, 6, and 12 hours	transcription profiling by array	Homo sapiens	54	2005-09-30	http://www.ebi.ac.uk/arrayexpress/files/E-SMDB-1661/E-SMDB-1661.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-SMDB-1661/E-SMDB-1661.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-SMDB-1661/
E-SMDB-1723	Transcription profiling of human Ls174T CRC cells with induced of dnTCF-4	transcription profiling by array	Homo sapiens	4	2005-09-02	http://www.ebi.ac.uk/arrayexpress/files/E-SMDB-1723/E-SMDB-1723.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-SMDB-1723/E-SMDB-1723.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-SMDB-1723/
E-SMDB-2328	Transcription profiling of blood from two human donors was incubated for timepoints up to 24 hours in the presence and absence of live meningococci	transcription profiling by array	Homo sapiens	42	2005-10-14	http://www.ebi.ac.uk/arrayexpress/files/E-SMDB-2328/E-SMDB-2328.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-SMDB-2328/E-SMDB-2328.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-SMDB-2328/
E-SMDB-2503	Transcription profiling of human foreskin fibroblasts CRL 2091 (ATCC) serum starved for 48 hours, Serum Stimulation time series	transcription profiling by array	Homo sapiens	18	2005-10-31	http://www.ebi.ac.uk/arrayexpress/files/E-SMDB-2503/E-SMDB-2503.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-SMDB-2503/E-SMDB-2503.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-SMDB-2503/
E-SMDB-2658	Transcription profiling of human fibroblast monolayers infected at confluency (day 5 post-seeding) with purified virions of human cytomegalovirus (CMV) strains	transcription profiling by array	Homo sapiens	12	2005-08-23	http://www.ebi.ac.uk/arrayexpress/files/E-SMDB-2658/E-SMDB-2658.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-SMDB-2658/E-SMDB-2658.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-SMDB-2658/
E-SMDB-2732	Transcription profiling of human polarized T84 cells response to H. pylori infection, time series	transcription profiling by array	Homo sapiens	50	2005-11-07	http://www.ebi.ac.uk/arrayexpress/files/E-SMDB-2732/E-SMDB-2732.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-SMDB-2732/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-SMDB-2732/
E-SMDB-2956	Transcription profiling of hemorrhagic smallpox in cynomolgus macaques	transcription profiling by array	Homo sapiens	167	2005-11-07	http://www.ebi.ac.uk/arrayexpress/files/E-SMDB-2956/E-SMDB-2956.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-SMDB-2956/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-SMDB-2956/
E-SMDB-2978	Transcription profiling of time series of in vitro 2 IU/ml L-asparaginase exposure in acute lymphoblastic leukemia cell lines	transcription profiling by array	Homo sapiens	55	2005-11-11	http://www.ebi.ac.uk/arrayexpress/files/E-SMDB-2978/E-SMDB-2978.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-SMDB-2978/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-SMDB-2978/
