Array Design Name	Affymetrix GeneChip Human Genome HG-U133B [HG-U133B]
Comment[AdditionalFile:CDF]	HG-U133B.cdf
Version	1.0
Provider	Affymetrix, Inc. (support@affymetrix.com)
Comment[ArrayExpressAccession]	A-AFFY-34
Comment[SubmittedName]	Affymetrix GeneChip Human Genome HG-U133B [HG-U133B]
Technology Type	in_situ_oligo_features
Technology Type Term Accession Number	http://mged.sourceforge.net/ontologies/MGEDOntology.daml#in_situ_oligo_features
Technology Type Term Source REF	mo:1.1.3
Surface Type	glass
Term Source Name	mo:1.1.3	affymetrix_netaffx	blocks	cp450	ec	embl	ensembl	entrez_protein	gpcrdb	interpro	kegg	locus	omim	pfam	pkr_hanks	refseq	scop	swall	unigene
Term Source File	http://mged.sourceforge.net/ontologies/MGEDontology.php	http://www.affymetrix.com/analysis/	http://www.blocks.fhcrc.org/	http://drnelson.utmem.edu/CytochromeP450.html	http://www.chem.qmw.ac.uk/iubmb/enzyme/	http://www.ebi.ac.uk/embl/	http://www.ensembl.org	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=Protein	http://www.gpcr.org/	http://www.ebi.ac.uk/interpro	http://www.genome.ad.jp/kegg/	http://www.ncbi.nlm.nih.gov/LocusLink/	http://www3.ncbi.nlm.nih.gov/omim	http://www.sanger.ac.uk/Software/Pfam/	http://pkr.sdsc.edu/html/pk_classification/pk_catalytic/pk_hanks_class.html	http://www.ncbi.nlm.nih.gov/LocusLink/refseq.html	http://scop.berkeley.edu	http://www.ebi.ac.uk/swissprot/access.html	http://www.ncbi.nlm.nih.gov/UniGene/
Term Source Version	1.1.3																	
Comment[AdditionalFile:txt]	A-AFFY-34_comments.txt

[main]
Composite Element Name	Composite Element Database Entry[embl]	Composite Element Database Entry[affymetrix_netaffx]	Composite Element Database Entry[ensembl]	Composite Element Database Entry[blocks]	Composite Element Database Entry[entrez_protein]	Composite Element Database Entry[scop]	Composite Element Database Entry[refseq]	Composite Element Database Entry[pfam]	Composite Element Database Entry[omim]	Composite Element Database Entry[unigene]	Composite Element Database Entry[locus]	Composite Element Database Entry[interpro]	Composite Element Database Entry[swall]	Composite Element Database Entry[kegg]	Composite Element Database Entry[ec]	Composite Element Database Entry[pkr_hanks]	Composite Element Database Entry[cp450]	Composite Element Database Entry[gpcrdb]
222394_at	BG484789	rc_AI178246_at		IPB001359	20535508		NM_013374	BRO1		Hs.9663	10015	IPR004328	Q9UKL5					
222395_s_at	BE544096	222395_s_at	ENSG00000159202	IPB000608	12751495	d1jata_	NM_023079	UQ_con		Hs.168232	65264	IPR000608	Q8TCM4		6.3.2.19			
222396_at	AF060925.1	U90123_s_at			7705877		NM_016185			Hs.109706	51155		Q9H3K0					
222397_at	BE966409	U97079_s_at	ENSG00000108883	IPB000135	15221423	d1eft_3	NM_004247	GTP_EFTU_D2	603892	Hs.151787	9343	IPR005517	Q9VAX8					
222398_s_at	BC002360.1	Msa.12282.0_s_at	ENSG00000108883	IPB000135	15221423	d1eft_3	NM_004247	GTP_EFTU_D2	603892	Hs.151787	9343	IPR005517	Q9VAX8					
222399_s_at	BG104571	aa408219_rc_s_at	ENSG00000077147		9755051		NM_020123	EMP70		Hs.8203	56889	IPR004240	T9S3_MOUSE					
222400_s_at	BC001467.1	222400_s_at	ENSG00000171851		8922762		NM_018269	ARD		Hs.64322	55256	IPR004313	Q9NV57					
222401_s_at	AL550722	222401_s_at	ENSG00000133210		7657595		NM_014313		605348	Hs.107979	23585		O95807					
222402_at	BC003390.1	1416979_at	ENSG00000132963		7705429		NM_015932			Hs.279813	51371		Q9CXV8					
222403_at	AV756532	222403_at	ENSG00000109919	IPB001993	7959093		NM_014342	mito_carr		Hs.279609	23788	IPR001993	Q9Y6C9					
222404_x_at	AI984229	93212_at			7705459	d1ejfa_	NM_016395			Hs.260622	51495		Q9P035					
222405_at	AI984229	93212_at			7705459	d1ejfa_	NM_016395			Hs.260622	51495		Q9NQA7					
222406_s_at	AV738970	aa711232_s_at	ENSG00000157995		8923295		NM_017761			Hs.7862	55629		Q9CR73					
222407_s_at	AI493587	aa538213_at	ENSG00000103994		7513882		NM_022473	zf-C2H2		Hs.15220	64397	IPR000822	Q9H7B8					
222408_s_at	BC000836.1	106057_at	ENSG00000119801		7706341		NM_016061	Yippee		Hs.184542	51646	IPR004910	Q9Y3C9					
222409_at	AL162070.1	222409_at		PR00319	11346452		NM_014325	WD40	605269	Hs.17377	23603	IPR001680	Q8VCQ5					
222410_s_at	AF121856.1	aa268600_s_at	ENSG00000129515		4580013		NM_152233	PX	606098	Hs.284291	58533	IPR001683	Q9BUY3					
222411_s_at	AW087870	Msa.24713.0_s_at	ENSG00000114850		6005884		NM_007107		606213	Hs.28707	6747		SSRG_RAT					
222412_s_at	AW087870	Z14030_at	ENSG00000114850		6005884		NM_007107		606213	Hs.28707	6747		SSRG_RAT					
222413_s_at	NM_021230.1	222413_s_at		IPB003606	24586653		NM_170606	SET	606833	Hs.288971	58508	IPR003889	Q9P222					
222414_at	NM_021230.1	222414_at		IPB003606	24586653		NM_170606	SET	606833	Hs.288971	58508	IPR000910	Q9NR13					
222415_at	NM_021230.1	222415_at		IPB003606	24586653		NM_170606	SET	606833	Hs.288971	58508	IPR000910	Q9UDR7					
222416_at	U76542.1	AA041863_s_at	ENSG00000059573	IPB002086	21361368	d1e19a_	NM_002860	aldedh	138250	Hs.114366	5832	IPR005766	Q9UM72	MAP00220	2.7.2.11			
222417_s_at	AF121855.1	aa472322_at		IPB001683	7657599		NM_152227	PX	605937	Hs.13794	27131	IPR001683	Q9Y5X3					
222418_s_at	AA115485	98633_at	ENSG00000170876		13236587		NM_024334			Hs.323193	79188		Q9DBS1					
222419_x_at	AW205983	1418632_at		IPB000608	4507783	d1jata_	NM_003344	UQ_con	601082	Hs.372758	7328	IPR000608	Q90X43		6.3.2.19			
222420_s_at	AW205983	aa396357_s_at		IPB000608	4507783	d1jata_	NM_003344	UQ_con	601082	Hs.372758	7328	IPR000608	P37286		6.3.2.19			
222421_at	AW205983	100528_at		IPB000608	4507783	d1jata_	NM_003344	UQ_con	601082	Hs.372758	7328	IPR000608	Q9W3K7		6.3.2.19			
222422_s_at	NM_030571.1	aa571530_s_at	ENSG00000131507		22761723		NM_030571			Hs.9788	80762		Q9EQH8					
222423_at	NM_030571.1	aa571530_s_at	ENSG00000131507		22761723		NM_030571			Hs.9788	80762		Q9EQH8					
222424_s_at	BC000805.1	rc_AI070561_f_at	ENSG00000069275	IPB001990	13631947		NM_022731			Hs.118064	64710		Q9H723					
222425_s_at	AW151250	99636_at	ENSG00000004142		15213479		NM_015584			Hs.241543	26073		Q96JE4					
222426_at	BG499947	222426_at	ENSG00000119487		15214282		NM_024117			Hs.324178	79109	IPR001220	SIN1_HUMAN					
222427_s_at	AK021413.1	Msa.5543.0_s_at		IPB001412	7243085	d1ile_2	NM_020117	tRNA-synt_1	151350	Hs.6762	51520	IPR004493	Q9NVP8		6.1.1.16			
222428_s_at	D84223.1	Msa.5543.0_s_at		IPB001412	7243085	d1ile_2	NM_020117	tRNA-synt_1	151350	Hs.6762	51520	IPR004493	Q9P2J5		6.1.1.16			
222429_at	AF077353.1	rc_AI071800_at		IPB002108	6470261	d1hqz1_	NM_014063	cofilin_ADF		Hs.183373	28988	IPR002108	Q9UJU6					
222430_s_at	BC002559.1	94895_at	ENSG00000162427				NM_016258	YT521-B		Hs.20993	51441		Q9BUJ5					
222431_at	AL136719.1	u48972_s_at		IPB003671	5730065		NM_006717	Spin-Ssty		Hs.289043	10927	IPR003671	SPN2_HUMAN					
222432_s_at	AF113221.1	aa185452_s_at	ENSG00000108588		9910242		NM_020198			Hs.8207	57003		Q9NRG3					
222433_at	NM_018212.1	107467_at	ENSG00000154380		8922658		NM_018212			Hs.14838	55740		Q8N8S7					
222434_at	NM_018212.1	1421624_a_at	ENSG00000154380		21755689		NM_018212			Hs.14838	55740		Q8N8S7					
222435_s_at	AF161502.1	222435_s_at		IPB000608	7706312	d1jata_	NM_016021	UQ_con		Hs.184325	51465	IPR000608	Q9Y385		6.3.2.19			
222436_s_at	AF219226.1	aa123450_at	ENSG00000115561		7706353		NM_016079	DUF279		Hs.189658	51652	IPR005024	Q9VN02					
222437_s_at	BC004419.1	aa123450_at	ENSG00000115561		7706353		NM_016079	DUF279		Hs.189658	51652	IPR005024	Q9NZ51					
222438_at	AK001934.1	222438_at	ENSG00000136146		7661788		NM_014166		605718	Hs.181112	29079		Q9NYR5					
222439_s_at	AL576205	1460545_at	ENSG00000054118	IPB000221	4827040		NM_005119		603809	Hs.108319	9967		Q9Y2W1					
222440_s_at	AL576205	222440_s_at	ENSG00000054118	IPB000221	4827040		NM_005119		603809	Hs.108319	9967		Q9Y2W1					
222441_x_at	BF032213	aa407013_rc_at	ENSG00000101166	PR00413	7705610		NM_016045			Hs.3945	51012		Q9NUL0					
222442_s_at	AW055237	Msa.29137.0_s_at	ENSG00000134108	IPB000897	8922601	d1e0sa_	NM_018184	arf		Hs.104222	55207	IPR005225	Q9NVJ2					
222443_s_at	AF182415.1	1418119_at	ENSG00000131795	IPB002004	7158824	d1h6kx_	NM_021618	rrm	605313	Hs.10283	9939	IPR000504	RBM8_HUMAN					
222444_at	AL121883	222444_at	ENSG00000102401	IPB000729	7705274		NM_016607		300364	Hs.172788	51566	IPR000225	Q9UH62					
222445_at	AK025831.1	222445_at								Hs.18104								
222446_s_at	AF178532.1	1435581_at	ENSG00000157591		6470291	d1fkna_	NM_138992	asp	605668	Hs.271411	25825	IPR001969	Q9NZL2		3.4.23.3			
222447_at	BC000195.1	95045_at	ENSG00000155718	IPB000339	19923449	d1qama_	NM_016025			Hs.279583	51108		Q9Y390		2.1.1.114			
222448_s_at	AF112216.1	aa543970_at	ENSG00000162368	IPB000062	7706497	d1qf9a_	NM_016308	adenylatekinase		Hs.11463	51727	IPR000850	Q9DCS7		2.7.4.14			
222449_at	AL035541	104820_at	ENSG00000124225		9255809		NM_020182		606564	Hs.83883	56937		Q969W9					
222450_at	AL035541	222450_at	ENSG00000124225		9255809		NM_020182		606564	Hs.83883	56937		Q969W9					
222451_s_at	BC003128.1	w30156_s_at	ENSG00000171384	IPB001594	7705801		NM_016032	zf-DHHC		Hs.274351	51114	IPR001594	Q9NVL0					
222452_s_at	AA741071	222452_s_at	ENSG00000159592		11056016		NM_021639			Hs.169854	60313		Q9H751					
222453_at	AL136693.1	222453_at	ENSG00000071967		19923603		NM_024843	Cytochrome_B561	605745	Hs.31297	79901	IPR004877	Q9H0Q8					
222454_s_at	BG107577	1431375_s_at			8922673		NM_018222	CH		Hs.44077	55742	IPR001715	Q9NSP7					
222455_s_at	AF237771.1	1431375_s_at			8922673		NM_018222	CH		Hs.44077	55742	IPR001715	Q9UGT3					
222456_s_at	BF197289	222456_s_at	ENSG00000050405	IPB001781			NM_016357	LIM		Hs.10706	51474	IPR001781	Q9UHB6					
222457_s_at	BC001247.1	222457_s_at	ENSG00000050405	IPB001781			NM_016357	LIM		Hs.10706	51474	IPR001781	Q9H8J1					
222458_s_at	AI205764	1416911_a_at	ENSG00000174574		13375791		NM_024595			Hs.23767	79647		Q9H9L7					
222459_at	AI205764	aa162560_s_at	ENSG00000174574		13097000		NM_024595			Hs.23767	79647		Q9UHT1					
222460_s_at	AI655644	aa200691_s_at	ENSG00000102936		18557432		NM_024946			Hs.285017	80011		Q91WE2					
222461_s_at	BE671173	222461_s_at	ENSG00000128731	IPB000408	7513677	d1jtdb_	NM_004667	heme_1	605837	Hs.266933	8924	IPR001199	Q9Z168					
222462_s_at	AI653425	222462_s_at	ENSG00000160610	IPB001969	6912266	d1fkna_	NM_138973	asp	604252	Hs.49349	23621	IPR001969	Q9CUU5		3.4.23.5			
222463_s_at	AF190725.1	222463_s_at	ENSG00000160610	IPB001969	6912266	d1fkna_	NM_138973	asp	604252	Hs.49349	23621	IPR001969	Q9ULS1		3.4.23.5			
222464_s_at	BC004183.1	222464_s_at	ENSG00000138155		13376243		NM_024834			Hs.180638	79892		Q9H916					
222465_at	AF165521.1	222465_at	ENSG00000137876	IPB000988	10047102		NM_016304	Ribosomal_L24e		Hs.284162	51187	IPR000988	Q96HJ1					
222466_s_at	AL136659.1	96355_at	ENSG00000175502		7662637		NM_172178			Hs.112110	28977		Q96Q48					
222467_s_at	AK023950.1	222467_s_at	ENSG00000110075		13489083		NM_018312			Hs.180817	55291		Q9HCL4					
222468_at	W58365	168797_at			18027398		NM_024874	PKD		Hs.209065	79932	IPR003599	Q9H9L2					
222469_s_at	AL136835.1	c80615_rc_at	ENSG00000078902	IPB003892	6048243		NM_019009	CUE	606277	Hs.25413	54472	IPR003892	TLIP_HUMAN					
222470_s_at	AA033998	aa222499_s_at	ENSG00000101019		8922714		NM_018244	Ubiq_cyt_C_chap		Hs.26676	55245		Q9JK78					
222471_s_at	AI743396	95071_at	ENSG00000115440	IPB000822	12652851		NM_020122	zf-C2H2		Hs.5392	56888	IPR000822	Q9WUM2					
222472_at	BF055271	222472_at			8923088		NM_017657			Hs.7942	54812	IPR002048	Q9NXS4					
222473_s_at	AI807103	222473_s_at	ENSG00000112851	PR00019	14582259	d1ihja_	NM_018695	PDZ	606944	Hs.8117	55914	IPR003592	Q9JI47					
222474_s_at	AB041906.1	1434420_x_at	ENSG00000100216		9910382		NM_020243		607046	Hs.285005	56993		OM22_MOUSE					
222475_at	AK023157.1	x68061_s_at	ENSG00000161526		9994179		NM_013260			Hs.27299	29115		Q8VDJ5					
222476_at	AA633196	222476_at	ENSG00000113300		7661614		NM_015455			Hs.5801	57472	IPR005135	Q8VEG6					
222477_s_at	BC005176.1	222477_s_at	ENSG00000064115	IPB000416	7706575		NM_016551		605181	Hs.10071	51768		Q9NUS4					
222478_at	AL576924	222478_at			7705640		NM_016075	Vps36		Hs.146324	51028		Q9CVA3					
222479_s_at	AK001081.1	rc_AI009555_at	ENSG00000144635	IPB003442	14732533		NM_016141			Hs.266483	51143	IPR001806	Q9Y6G9					
222480_at	AW779859	222480_at			21361607	d1jata_	NM_017582	UQ_con		Hs.337078	55585	IPR000608	Q9W4Z7					
222481_at	W67995	99123_s_at	ENSG00000132286		6912382		NM_012192	zf-Tim10_DDP	607388	Hs.54943	26515	IPR004217	Q96AN9					
222482_at	AA102468	rc_AI235208_at		IPB000885	21314684		NM_145716		607390	Hs.266914	23648	IPR002965	Q9EQP3					
222483_at	AW664179	222483_at	ENSG00000142634		20149675		NM_024329	efhand		Hs.301342	79180	IPR002048	Q9HBQ0					
222484_s_at	AF144103.1	96953_at	ENSG00000145824	IPB001089	8698610		NM_004887		604186	Hs.24395	9547	IPR001811	Q9DFG4					
222485_at	M90820.1	222485_at								Hs.381505		IPR001179	Q00688					
222486_s_at	AF060152.1	rc_AI171159_at	ENSG00000154734	IPB002861	6685072	d1quaa_	NM_006988	tsp_1	605174	Hs.8230	9510	IPR000884	Q9P2K0					
222487_s_at	BC003667.1	171524_at	ENSG00000157616	IPB000592	7705706		NM_015920	Ribosomal_S27e		Hs.108957	51065	IPR000592	Q9TXP0					
222488_s_at	BE218028	rc_AI045623_at	ENSG00000132912		7705893		NM_016221			Hs.328865	51164		Q9UJW0					
222489_s_at	AA621580	103415_at	ENSG00000124535	PR00918	14349166	d1jr3a2	NM_130395	AAA		Hs.236828	56897	IPR003959	Q9EQL3		3.4.21.53			
222490_at	AK023160.1	222490_at	ENSG00000058600	IPB000135	8922477		NM_018119			Hs.274319	55718		Q9NVU0					
222491_at	T56470	222491_at			22748887		NM_152419			Hs.380474	138050		Q96ED6					
222492_at	AW262867	222492_at			20560988		NM_021941			Hs.4746	60683		Q9BTJ7					
222493_s_at	AW303359	1419954_s_at	ENSG00000156639		22507321		NM_021943	zf-AN1	607455	Hs.6120	60685	IPR002653	Q9H8U3					
222494_at	AW051527	222494_at			8924069		NM_018589			Hs.60548	55453		Q9P1I8					
222495_at	AV712912	222495_at	ENSG00000162647		21312928		NM_020141			Hs.82933	56900		Q9NRX6					
222496_s_at	AW241742	222496_s_at	ENSG00000163694	IPB002004	9506671		NM_019027	rrm		Hs.95549	54502	IPR000504	Q9NXG3					
222497_x_at	AL520719	aa175127_s_at	ENSG00000169251		4680653		NM_015938			Hs.181022	51068	IPR000345	Q96D46					
222498_at	AI809206	222498_at	ENSG00000163512		7304913		NM_022461			Hs.380413	64343		Q9BQF1					
222499_at	BE964789	94866_at		IPB000307	7705626	d1fjgp_	NM_016065	Ribosomal_S16		Hs.180312	51021	IPR000307	RT16_MOUSE					
222500_at	BC003048.1	222500_at	ENSG00000137168	IPB002130	7706339	d1dywa_	NM_016059	pro_isomerase	601301	Hs.27693	51645	IPR002130	Q9Y3C6		5.2.1.8			
222501_s_at	BE674760	222501_s_at	ENSG00000171120	IPB001275	7656890		NM_014374	zf-C2H2		Hs.90693	29803	IPR000822	Q9NZH2					
222502_s_at	BC005193.1	1439028_at	ENSG00000120686		7705300		NM_016617	UPF0185		Hs.367646	51569	IPR005375	Q9NZF2					
222503_s_at	BF593261	1433621_at	ENSG00000164253	PR00319	8922760		NM_018268	WD40		Hs.16470	55255	IPR001680	Q9NV62					
222504_s_at	BC001472.1	96641_at	ENSG00000131148		6754870		NM_006067	UPF0172	604886	Hs.173162	10328	IPR005366	O43402					
222505_at	BF510801	1426273_at			21362112		NM_022458		605522	Hs.107537	64327		Q96QZ5					
222506_at	BF510801	222506_at			21362112		NM_022458		605522	Hs.107537	64327		Q9JIT0					
222507_s_at	AI188389	222507_s_at	ENSG00000175348		11034855		NM_020644	CXCXC		Hs.121619	56674		Q9BQF5					
222508_s_at	AU135021	222508_s_at	ENSG00000134884	IPB000533	8922259		NM_018011			Hs.179972	55082		Q9NWB6					
222509_s_at	BG490634	222509_s_at	ENSG00000171161	IPB001275	13376247		NM_024836	zf-C2H2		Hs.181406	79894	IPR000822	Q99LH4					
222510_s_at	AI809203	160157_at	ENSG00000075975	IPB001841			NM_014160	zf-CCCH		Hs.279474	23609	IPR001841	Q9D0L9					
222511_x_at	AW140098	rc_AI073248_at	ENSG00000134738	IPB001012	7512420	d1h8ca_	NM_131917	UBX	604460	Hs.25821	11124	IPR001012	Q9Y2Z3					
222512_at	AF300717.1	222512_at	ENSG00000013374	IPB000449	19923477		NM_016118	UBA		Hs.279780	51667	IPR000449	Q9Y5A7					
222513_s_at	N21458	U58883_s_at	ENSG00000095637	IPB003134	5454056	d1gcqa_	NM_015385	Sorb	605264	Hs.108924	10580	IPR003127	Q9P2Q0					
222514_at	AK023373.1	98950_at	ENSG00000116954		12007486		NM_022157			Hs.110950	64121	IPR001064	Q9HB90					
222515_x_at	AI671397	M23568_s_at	ENSG00000134851	IPB000883	9963757		NM_018475	UPF0016		Hs.236510	55858	IPR001727	Q9HC07					
222516_at	AA700485	aa611758_at	ENSG00000156060	IPB001392	6912240	d1i31a_	NM_012095	Adap_comp_sub		Hs.298442	26985	IPR001392	Q9Y2T2					
222517_at	AA700485	aa611758_at	ENSG00000156060	IPB001392	6912240	d1i31a_	NM_012095	Adap_comp_sub		Hs.298442	26985	IPR001392	Q9H5L2					
222518_at	NM_006420.1	222518_at	ENSG00000124198	IPB000904	5456754	d1bc9__	NM_006420	Sec7	605371	Hs.118249	10564	IPR000904	Q9Y6D5					
222519_s_at	AW243004	222519_s_at	ENSG00000114446		8922256		NM_018010		606621	Hs.170318	55081		Q9NWB7					
222520_s_at	AF139576.1	222520_s_at	ENSG00000114446		20892689		NM_018010		606621	Hs.170318	55081		Q9NWB7					
222521_x_at	AL040789	222521_x_at	ENSG00000151366		7513177		NM_004549		603845	Hs.193313	4718		Q8NI46					
222522_x_at	BG393476	97251_at	ENSG00000048544	IPB001848	7022681	d1fjgj_	NM_018141	Ribosomal_S10		Hs.380887	55173	IPR001848	Q9H3E5					
222523_at	BE622841	222523_at											SEN2_HUMAN					
222524_s_at	BE622841	222524_s_at			20521888	d1euva_	NM_021627	Peptidase_C48		Hs.401388	59343	IPR003653	Q9WV12					
222525_s_at	AU160632	1451799_at	ENSG00000147419		8922718		NM_018246			Hs.72085	55246		Q9W3T2					
222526_at	AK024670.1	222526_at	ENSG00000167491	IPB000679	23398610		NM_017660			Hs.118964	54815	IPR000679	Q9NPU2					
222527_s_at	AL538762	aa450525_s_at	ENSG00000086589	IPB000571	8922328		NM_018047	zf-CCCH		Hs.25516	55696	IPR000504	Q9NW64					
222528_s_at	BG251467	222528_s_at			8924028		NM_018579			Hs.283716	51312	IPR001993	Q9P1J9					
222529_at	BG251467	222529_at			8924028		NM_018579			Hs.283716	51312	IPR001993	Q969G8					
222530_s_at	AF275813.1	1454014_a_at		PR00304	9055272		NM_170784	cpn60_TCP1	604896	Hs.46743	8195	IPR002423	Q9HB66					
222531_s_at	AW137526	1438418_at	ENSG00000053770		7023080	d1i31a_	NM_018229			Hs.106210	55745		O95354					
222532_at	BF983948	Msa.1577.0_s_at	ENSG00000144867	IPB000640	14917113		NM_021203			Hs.12152	58477		Q8WV11					
222533_at	AI676103	1425561_at	ENSG00000072756	IPB002646	7705763		NM_016000	PolyA_pol		Hs.102897	51095	IPR002646	Q9BS97		2.7.7.25			
222534_s_at	AI391455	222534_s_at	ENSG00000130241		14250601		NM_022489	WH2		Hs.24956	64423	IPR003124	Q9H6N1					
222535_at	AI391455	222535_at	ENSG00000130241		14250601		NM_022489	WH2		Hs.24956	64423	IPR003124	Q9H6N1					
222536_s_at	N36098	222536_s_at	ENSG00000168082		8922147		NM_017606			Hs.32352	54775		Q9NT15					
222537_s_at	W44413	222537_s_at	ENSG00000143415	IPB000095	9910544		NM_020239			Hs.22065	56882	IPR000095	Q9HB17					
222538_s_at	AW467472	222538_s_at	ENSG00000157500		6912242		NM_012096	PID	604299	Hs.27413	26060	IPR006020	Q9P2B9					
222539_at	NM_017882.1	aa590212_s_at	ENSG00000128973		8923532		NM_017882		606725	Hs.43654	54982		Q8NCG1					
222540_s_at	BG286920	222540_s_at	ENSG00000048649		14211816		NM_016578	PHD		Hs.20509	51773	IPR001965	Q96T23					
222541_at	BG286920	222541_at	ENSG00000048649		14211816		NM_016578	PHD		Hs.20509	51773	IPR001965	Q9NVZ8					
222542_x_at	BF724826	222542_x_at	ENSG00000163050		9910388		NM_020247	ABC1	606980	Hs.273186	56997	IPR004147	Q9JHR3					
222543_at	AF131854.1	222543_at	ENSG00000165150		8924182		NM_018630			Hs.241576	55493		Q9P1C8					
222544_s_at	AI697751	110661_at	ENSG00000147548	IPB002857	13699813		NM_023034	SET	607083	Hs.27721	54904	IPR003616	Q9NXA6					
222545_s_at	AA029276	222545_s_at	ENSG00000133678		18490818		NM_025125			Hs.288768	80195		Q9DCV5					
222546_s_at	AW204755	222546_s_at		PR00452	21264616		NM_022772	SH3		Hs.55016	64787	IPR006020	Q9H6S3					
222547_at	AL561281	222547_at	ENSG00000170452		8923352		NM_017792			Hs.6631	54912		Q9NX89					
222548_s_at	AL561281	222548_s_at	ENSG00000170452		8923352		NM_017792			Hs.6631	54912		Q9NX89					
222549_at	AF101051.1	222549_at	ENSG00000163347	IPB000301	4559278		NM_021101	PMP22_Claudin	603718	Hs.7327	9076	IPR004031	CLDX_BRARE					
222550_at	AK024053.1	97471_at	ENSG00000104442		8922479		NM_018120			Hs.106768	55156	IPR000225	Q9NVT9					
222551_s_at	AI197841	222551_s_at			15929503		NM_023080			Hs.169615	65265		Q9H7E9					
222552_at	AL136571.1	222552_at	ENSG00000111711		7705636		NM_016072	Got1		Hs.62275	51026		Q9Y3E0					
222553_x_at	AL541048	169835_at			8922241		NM_018002		605609	Hs.169111	55074		Q99L06					
222554_s_at	BF509166	222554_s_at	ENSG00000165271		22212931		NM_139235	Nrap		Hs.183253	65083	IPR005554	Q8TEZ1					
222555_s_at	AI338045	97296_at	ENSG00000135900	IPB001519	12597661		NM_022915	dsrm		Hs.203559	65080	IPR001159	Q96HL9					
222556_at	AF102850.1	w40995_s_at	ENSG00000120697	IPB001173	9963765	d1qg8a_	NM_013338	Glycos_transf_2	604565	Hs.227933	29880	IPR001173	Q9Y673	MAP00510	2.4.1.117			
222557_at	AL353715	1435113_x_at	ENSG00000171780	IPB001978	3243220		NM_015894	Stathmin		Hs.285753	50861	IPR000956	STN4_HUMAN					
222558_at	T79568	222558_at	ENSG00000141425		7022824		NM_018170			Hs.300906	55197		Q96FY9					
222559_s_at	T79568	222559_s_at	ENSG00000141425		7022824		NM_018170			Hs.300906	55197		Q9NVL4					
222560_at	AI363001	222560_at	ENSG00000132434		8923911		NM_018697			Hs.134342	55915		Q9NS86					
222561_at	AI363001	222561_at	ENSG00000132434		19584353		NM_018697			Hs.134342	55915		O43813					
222562_s_at	BF060683	aa177832_s_at	ENSG00000107854	PR01415	13376842	d1bi7b_	NM_025235	ank	607128	Hs.280776	80351	IPR001660	Q9HAS4		3.5.1.2			
222563_s_at	AF329696.1	aa177832_s_at	ENSG00000107854	PR01415	13376842	d1bi7b_	NM_025235	ank	607128	Hs.280776	80351	IPR002110	Q9H8F2		3.5.1.2			
222564_at	AB040946.1	222564_at	ENSG00000143157		7959287		NM_017542	KRAB		Hs.284227	57645	IPR003655	Q8TE07					
222565_s_at	BF978541	222565_s_at	ENSG00000115825	IPB000095	5031689	d1phk__	NM_005813	pkinase	607077	Hs.143460	23683	IPR002290	Q9D4U0		2.7.1.38	PKCm		
222566_at	AA056099	114569_at	ENSG00000110066	IPB001214	7019875		NM_017635	SET		Hs.343877	51111	IPR001214	Q9H2K3					
222567_s_at	AW087789	222567_s_at	ENSG00000175317		23682902		NM_016626			Hs.12830	51320	IPR001841	Q9NZE3					
222568_at	NM_020120.1	222568_at	ENSG00000136731		9910280	d1ga8a_	NM_020120		605897	Hs.105794	56886	IPR000886	Q9NYU2		2.4.1.58			
222569_at	NM_020120.1	222569_at	ENSG00000136731		9910280	d1ga8a_	NM_020120		605897	Hs.105794	56886	IPR000886	Q9H8I4		2.4.1.58			
222570_at	AA045247	rc_AI136914_at	ENSG00000107130	IPB002048	9790115	d1bjfa_	NM_014286	efhand	603315	Hs.301760	23413	IPR002048	Q9UK26					
222571_at	AK023900.1	222571_at	ENSG00000160408	IPB001675	8394269		NM_013443	Glyco_transf_29		Hs.109672	30815	IPR001675	Q969X2		2.4.99.1			
222572_at	BG542521	rc_AI058387_i_at	ENSG00000164951	IPB000222	8923960		NM_018444	PP2C		Hs.22265	54704	IPR000222	PDP1_RAT					
222573_s_at	AI679398	1416075_at	ENSG00000151748	IPB001202	11141889		NM_021818	WW	607203	Hs.288906	60485	IPR001202	Q9H949					
222574_s_at	BF431360	aa617621_s_at			21362038		NM_024612	helicase_C		Hs.29403	79665	IPR002464	Q9BXM1					
222575_at	AW021954	222575_at											Q9NVI9					
222576_s_at	AW071829	222576_s_at	ENSG00000092847	IPB003100	6912352		NM_012199	Piwi	606228	Hs.14520	26523	IPR003165	Q9UL18					
222577_at	BG252899	222577_at	ENSG00000137500		20149663		NM_021825			Hs.154938	60492		Q96HL9					
222578_s_at	NM_024818.1	1435247_at		PR00419	18043599		NM_024818	ThiF		Hs.170737	79876	IPR006140	Q8VE47					
222579_at	NM_024818.1	222579_at		PR00419	18043599		NM_024818	ThiF		Hs.170737	79876	IPR006140	Q8VE47					
222580_at	AK023596.1	222580_at								Hs.98534		IPR000822	Q9NVH8					
222581_at	AF089744.1	c76099_rc_at	ENSG00000143324		4176766		NM_004736	SPX	605237	Hs.227656	9213	IPR004342	Q9Z0U0					
222582_at	AF087875.1	222582_at			7705391		NM_016203	CBS	602743	Hs.259842	51422	IPR000644	Q9UDN8					
222583_s_at	AF116624.1	93047_at			5833114	d1rrpb_	NM_153645	Ran_BP1	604646	Hs.367697	10762	IPR000156	Q9UKX7					
